No,Stockcode,Description,Quantite,PU,Ville,date,heure,month,dow,PT,Continent,clusters
556526,POST,POSTAGE,1,18.0,France,2011-06-13,11,6,0,18.0,Europe,1
571965,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2.08,United Kingdom,2011-10-20,10,10,3,2.08,Europe,0
542238,22364,GLASS JAR DIGESTIVE BISCUITS,6,2.95,Italy,2011-01-26,14,1,2,17.700000000000003,Europe,1
547002,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,1.25,United Kingdom,2011-03-18,14,3,4,15.0,Europe,3
537153,22816,CARD MOTORBIKE SANTA,48,0.42,United Kingdom,2010-12-05,13,12,6,20.16,Europe,3
544666,85066,CREAM SWEETHEART MINI CHEST,1,12.75,United Kingdom,2011-02-22,15,2,1,12.75,Europe,1
540662,21314,SMALL GLASS HEART TRINKET POT,24,2.1,United Kingdom,2011-01-10,15,1,0,50.400000000000006,Europe,1
538327,21056,DOCTOR'S BAG SOFT TOY,1,8.95,United Kingdom,2010-12-10,13,12,4,8.95,Europe,0
578993,90019C,SILVER BLACK ORBIT BRACELET,1,4.95,United Kingdom,2011-11-27,15,11,6,4.95,Europe,3
555941,21987,PACK OF 6 SKULL PAPER CUPS,12,0.65,France,2011-06-08,10,6,2,7.800000000000001,Europe,1
553527,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,1.65,United Kingdom,2011-05-17,14,5,1,19.799999999999997,Europe,1
581454,21890,S/6 WOODEN SKITTLES IN COTTON BAG,6,3.25,United Kingdom,2011-12-08,18,12,3,19.5,Europe,0
555249,21068,VINTAGE BILLBOARD LOVE/HATE MUG,2,1.25,United Kingdom,2011-06-01,14,6,2,2.5,Europe,1
575911,23535,WALL ART BICYCLE SAFETY,4,5.95,United Kingdom,2011-11-11,16,11,4,23.8,Europe,0
540267,22857,ASSORTED EASTER GIFT TAGS,144,0.72,Australia,2011-01-06,11,1,3,103.67999999999999,Oceania,1
578362,22469,HEART OF WICKER SMALL,12,1.65,United Kingdom,2011-11-24,10,11,3,19.799999999999997,Europe,0
562602,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,6,2.95,Austria,2011-08-08,10,8,0,17.700000000000003,Europe,2
578065,22108,PING! MICROWAVE PLATE,1,3.29,United Kingdom,2011-11-22,15,11,1,3.29,Europe,2
579523,22110,BIRD HOUSE HOT WATER BOTTLE,36,2.1,United Kingdom,2011-11-30,8,11,2,75.60000000000001,Europe,2
571441,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2,5.79,United Kingdom,2011-10-17,13,10,0,11.58,Europe,2
560273,22423,REGENCY CAKESTAND 3 TIER,4,12.75,United Kingdom,2011-07-17,14,7,6,51.0,Europe,3
566976,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1.65,United Kingdom,2011-09-16,9,9,4,19.799999999999997,Europe,0
546029,22698,PINK REGENCY TEACUP AND SAUCER,6,2.95,United Kingdom,2011-03-09,8,3,2,17.700000000000003,Europe,1
551400,22750,FELTCRAFT PRINCESS LOLA DOLL,4,3.75,United Kingdom,2011-04-28,13,4,3,15.0,Europe,1
568387,22193,RED DINER WALL CLOCK,6,8.5,United Kingdom,2011-09-27,10,9,1,51.0,Europe,2
554016,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,6,4.15,United Kingdom,2011-05-20,13,5,4,24.900000000000002,Europe,3
573311,23571,TRADITIONAL NAUGHTS & CROSSES,2,1.65,United Kingdom,2011-10-28,16,10,4,3.3,Europe,0
581498,22699,ROSES REGENCY TEACUP AND SAUCER ,6,5.79,United Kingdom,2011-12-09,10,12,4,34.74,Europe,0
555854,22358,KINGS CHOICE TEA CADDY ,1,2.95,United Kingdom,2011-06-07,13,6,1,2.95,Europe,1
562035,23240,SET OF 4 KNICK KNACK TINS DOILEY ,6,4.15,Germany,2011-08-02,9,8,1,24.900000000000002,Europe,2
564087,22452,MEASURING TAPE BABUSHKA PINK,12,2.95,Hong Kong,2011-08-23,9,8,1,35.400000000000006,Asia,2
566985,15056n,EDWARDIAN PARASOL NATURAL,1,12.46,United Kingdom,2011-09-16,10,9,4,12.46,Europe,0
554054,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,1,24.96,United Kingdom,2011-05-20,15,5,4,24.96,Europe,3
548337,22502,PICNIC BASKET WICKER SMALL,2,5.95,United Kingdom,2011-03-30,14,3,2,11.9,Europe,1
574081,85054,FRENCH ENAMEL POT W LID,6,2.95,United Kingdom,2011-11-02,16,11,2,17.700000000000003,Europe,2
561614,22960,JAM MAKING SET WITH JARS,6,4.25,United Kingdom,2011-07-28,12,7,3,25.5,Europe,3
577503,22750,FELTCRAFT PRINCESS LOLA DOLL,4,3.75,United Kingdom,2011-11-20,12,11,6,15.0,Europe,3
580615,22131,FOOD CONTAINER SET 3 LOVE HEART ,6,1.95,United Kingdom,2011-12-05,12,12,0,11.7,Europe,2
537201,22962,JAM JAR WITH PINK LID,24,0.85,Germany,2010-12-05,14,12,6,20.4,Europe,3
545054,47481,50CM METAL STRING WITH  7 CLIPS,1,0.85,United Kingdom,2011-02-27,12,2,6,0.85,Europe,3
539492,22768,FAMILY PHOTO FRAME CORNICE,1,20.38,United Kingdom,2010-12-20,10,12,0,20.38,Europe,2
578065,22367,CHILDRENS APRON SPACEBOY DESIGN,1,4.13,United Kingdom,2011-11-22,15,11,1,4.13,Europe,2
550212,21864,UNION JACK FLAG PASSPORT COVER ,1,4.13,United Kingdom,2011-04-15,10,4,4,4.13,Europe,3
C560409,48184,DOORMAT ENGLISH ROSE ,-2,7.95,United Kingdom,2011-07-18,14,7,0,-15.9,Europe,2
552715,22801,ANTIQUE GLASS PEDESTAL BOWL,4,3.75,United Kingdom,2011-05-11,9,5,2,15.0,Europe,1
577782,21232,STRAWBERRY CERAMIC TRINKET POT,1,1.25,United Kingdom,2011-11-21,16,11,0,1.25,Europe,2
542745,22820,GIFT BAG BIRTHDAY,48,0.65,United Kingdom,2011-01-31,16,1,0,31.200000000000003,Europe,1
544201,35004B,SET OF 3 BLACK FLYING DUCKS,1,12.46,United Kingdom,2011-02-17,10,2,3,12.46,Europe,1
555400,22776,SWEETHEART CAKESTAND 3 TIER,17,8.5,United Kingdom,2011-06-02,17,6,3,144.5,Europe,3
580115,22106,MIRROR MOSAIC HURRICANE LAMP ,2,4.96,United Kingdom,2011-12-01,16,12,3,9.92,Europe,0
570186,85049A,TRADITIONAL CHRISTMAS RIBBONS,12,1.25,United Kingdom,2011-10-07,15,10,4,15.0,Europe,0
545657,22551,PLASTERS IN TIN SPACEBOY,12,1.65,EIRE,2011-03-04,14,3,4,19.799999999999997,Europe,3
544664,22470,HEART OF WICKER LARGE,6,2.95,United Kingdom,2011-02-22,14,2,1,17.700000000000003,Europe,1
543653,22629,SPACEBOY LUNCH BOX ,2,1.95,United Kingdom,2011-02-11,10,2,4,3.9,Europe,1
556243,90214A,"LETTER ""A"" BLING KEY RING",1,0.83,United Kingdom,2011-06-09,16,6,3,0.83,Europe,3
544449,22257,FELT FARM ANIMAL SHEEP,2,1.25,United Kingdom,2011-02-20,12,2,6,2.5,Europe,3
566872,85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",2,0.39,United Kingdom,2011-09-15,13,9,3,0.78,Europe,0
544280,22189,CREAM HEART CARD HOLDER,4,3.95,United Kingdom,2011-02-17,12,2,3,15.8,Europe,1
558812,23315,IVORY REFECTORY CLOCK,2,9.95,United Kingdom,2011-07-04,11,7,0,19.9,Europe,2
572520,35953,FOLKART STAR CHRISTMAS DECORATIONS,48,0.39,United Kingdom,2011-10-24,15,10,0,18.72,Europe,2
568321,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,6,2.1,United Kingdom,2011-09-26,13,9,0,12.600000000000001,Europe,2
561218,20794,BLUE  TILE HOOK,1,4.96,United Kingdom,2011-07-25,17,7,0,4.96,Europe,2
576329,22364,GLASS JAR DIGESTIVE BISCUITS,1,5.79,United Kingdom,2011-11-14,15,11,0,5.79,Europe,2
573379,23490,T-LIGHT HOLDER HANGING LOVE BIRD,6,3.75,United Kingdom,2011-10-30,14,10,6,22.5,Europe,3
575303,23241,TREASURE TIN GYMKHANA DESIGN,18,2.08,United Kingdom,2011-11-09,12,11,2,37.44,Europe,2
578699,22457,NATURAL SLATE HEART CHALKBOARD ,48,2.55,United Kingdom,2011-11-25,10,11,4,122.39999999999999,Europe,0
545636,22189,CREAM HEART CARD HOLDER,4,3.95,United Kingdom,2011-03-04,12,3,4,15.8,Europe,3
563906,23239,SET OF 4 KNICK KNACK TINS POPPIES,6,4.15,United Kingdom,2011-08-21,11,8,6,24.900000000000002,Europe,3
562602,22712,CARD DOLLY GIRL ,12,0.42,Austria,2011-08-08,10,8,0,5.04,Europe,2
576617,23266,SET OF 3 WOODEN STOCKING DECORATION,1,2.46,United Kingdom,2011-11-15,16,11,1,2.46,Europe,2
558630,47566,PARTY BUNTING,8,4.95,United Kingdom,2011-06-30,18,6,3,39.6,Europe,3
580983,22507,MEMO BOARD RETROSPOT  DESIGN,1,10.79,United Kingdom,2011-12-06,16,12,1,10.79,Europe,2
555853,22470,HEART OF WICKER LARGE,5,2.95,United Kingdom,2011-06-07,13,6,1,14.75,Europe,1
566771,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,0.29,United Kingdom,2011-09-15,9,9,3,13.919999999999998,Europe,0
577485,22952,60 CAKE CASES VINTAGE CHRISTMAS,1,0.55,United Kingdom,2011-11-20,11,11,6,0.55,Europe,3
578305,22476,EMPIRE UNION JACK TV DINNER TRAY,21,4.25,United Kingdom,2011-11-23,15,11,2,89.25,Europe,2
550987,22084,PAPER CHAIN KIT EMPIRE,2,5.79,United Kingdom,2011-04-21,18,4,3,11.58,Europe,1
581502,22075,6 RIBBONS ELEGANT CHRISTMAS ,4,0.39,United Kingdom,2011-12-09,10,12,4,1.56,Europe,0
550285,22082,RIBBON REEL STRIPES DESIGN ,10,1.65,United Kingdom,2011-04-15,14,4,4,16.5,Europe,3
572746,21819,GLITTER CHRISTMAS STAR ,10,0.39,United Kingdom,2011-10-25,16,10,1,3.9000000000000004,Europe,2
548038,85212,MINI PAINTED GARDEN DECORATION ,12,0.85,United Kingdom,2011-03-29,12,3,1,10.2,Europe,1
578827,22110,BIRD HOUSE HOT WATER BOTTLE,1,5.79,United Kingdom,2011-11-25,14,11,4,5.79,Europe,0
544330,21181,PLEASE ONE PERSON METAL SIGN,12,2.1,United Kingdom,2011-02-17,16,2,3,25.200000000000003,Europe,1
570688,22095,LADS ONLY TISSUE BOX,3,2.46,United Kingdom,2011-10-11,16,10,1,7.38,Europe,2
562652,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,4,3.25,United Kingdom,2011-08-08,13,8,0,13.0,Europe,2
571288,22713,CARD I LOVE LONDON ,12,0.42,United Kingdom,2011-10-16,15,10,6,5.04,Europe,3
581457,22189,CREAM HEART CARD HOLDER,324,3.39,United Kingdom,2011-12-08,18,12,3,1098.3600000000001,Europe,3
565456,21358,TOAST ITS - HAPPY BIRTHDAY,1,1.25,United Kingdom,2011-09-04,16,9,6,1.25,Europe,3
553859,21196,ROUND WHITE CONFETTI IN TUBE,1,1.65,United Kingdom,2011-05-19,13,5,3,1.65,Europe,1
563381,22729,ALARM CLOCK BAKELIKE ORANGE,4,3.75,United Kingdom,2011-08-16,10,8,1,15.0,Europe,2
556459,85099F,JUMBO BAG STRAWBERRY,1,4.13,United Kingdom,2011-06-10,17,6,4,4.13,Europe,3
556740,23208,LUNCH BAG VINTAGE LEAF DESIGN,2,1.65,United Kingdom,2011-06-14,12,6,1,3.3,Europe,1
551747,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,144,0.42,United Kingdom,2011-05-04,11,5,2,60.48,Europe,1
C559347,21373,MIRRORED WALL ART SNOWFLAKES,-12,0.75,United Kingdom,2011-07-07,17,7,3,-9.0,Europe,3
C560877,23064,CINDERELLA CHANDELIER ,-1,49.95,United Kingdom,2011-07-21,15,7,3,-49.95,Europe,3
565233,22821,GIFT BAG PSYCHEDELIC APPLES,1,0.83,United Kingdom,2011-09-02,9,9,4,0.83,Europe,0
573778,23171,REGENCY TEA PLATE GREEN ,48,1.45,United Kingdom,2011-11-01,10,11,1,69.6,Europe,2
577078,23344,JUMBO BAG 50'S CHRISTMAS ,10,4.13,United Kingdom,2011-11-17,15,11,3,41.3,Europe,0
544790,21931,JUMBO STORAGE BAG SUKI,4,1.95,United Kingdom,2011-02-23,12,2,2,7.8,Europe,1
569474,22621,TRADITIONAL KNITTING NANCY,1,1.65,United Kingdom,2011-10-04,12,10,1,1.65,Europe,2
566871,23420,PANTRY HOOK TEA STRAINER ,12,2.08,United Kingdom,2011-09-15,13,9,3,24.96,Europe,0
558348,22986,WRAP GINGHAM ROSE ,25,0.42,United Kingdom,2011-06-28,14,6,1,10.5,Europe,1
554940,20725,LUNCH BAG RED RETROSPOT,10,1.65,France,2011-05-27,13,5,4,16.5,Europe,3
553762,22727,ALARM CLOCK BAKELIKE RED ,4,3.75,United Kingdom,2011-05-19,10,5,3,15.0,Europe,1
545667,21935,SUKI  SHOULDER BAG,1,3.29,United Kingdom,2011-03-04,16,3,4,3.29,Europe,3
540468,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,3,5.06,United Kingdom,2011-01-07,13,1,4,15.18,Europe,1
559055,20996,JAZZ HEARTS ADDRESS BOOK,3,0.42,United Kingdom,2011-07-05,17,7,1,1.26,Europe,2
558888,23202,JUMBO BAG VINTAGE LEAF,1,2.08,United Kingdom,2011-07-04,15,7,0,2.08,Europe,2
573542,23534,WALL ART STOP FOR TEA ,1,5.95,United Kingdom,2011-10-31,13,10,0,5.95,Europe,2
563096,20727,LUNCH BAG  BLACK SKULL.,10,1.65,United Kingdom,2011-08-12,9,8,4,16.5,Europe,3
561209,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,2,3.29,United Kingdom,2011-07-25,16,7,0,6.58,Europe,2
537204,20733,GOLD MINI TAPE MEASURE ,3,0.85,United Kingdom,2010-12-05,14,12,6,2.55,Europe,3
537802,21539,RED RETROSPOT BUTTER DISH,3,4.95,United Kingdom,2010-12-08,13,12,2,14.850000000000001,Europe,2
538349,21001,ROSE DU SUD WASHBAG ,1,4.21,United Kingdom,2010-12-10,14,12,4,4.21,Europe,0
575334,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,11.95,United Kingdom,2011-11-09,13,11,2,23.9,Europe,2
553541,21876,POTTERING MUG,1,3.29,United Kingdom,2011-05-17,15,5,1,3.29,Europe,1
569140,22573,STAR WOODEN CHRISTMAS DECORATION,12,0.85,United Kingdom,2011-09-30,14,9,4,10.2,Europe,0
C580313,37450,CERAMIC CAKE BOWL + HANGING CAKES,-1,2.95,Germany,2011-12-02,15,12,4,-2.95,Europe,0
572285,23107,WHITE HEARTS WIRE PLANT POT HOLDER,4,2.89,United Kingdom,2011-10-23,12,10,6,11.56,Europe,3
557324,35653,VINTAGE BEAD NOTEBOOK,1,2.46,United Kingdom,2011-06-20,9,6,0,2.46,Europe,1
557112,22982,PANTRY PASTRY BRUSH,1,2.46,United Kingdom,2011-06-16,16,6,3,2.46,Europe,3
537642,21937,STRAWBERRY   PICNIC BAG,1,5.91,United Kingdom,2010-12-07,15,12,1,5.91,Europe,2
552198,22079,RIBBON REEL HEARTS DESIGN ,2,1.65,United Kingdom,2011-05-06,14,5,4,3.3,Europe,3
577951,85049A,TRADITIONAL CHRISTMAS RIBBONS,1,1.25,United Kingdom,2011-11-22,12,11,1,1.25,Europe,2
580893,21165,BEWARE OF THE CAT METAL SIGN ,1,1.69,United Kingdom,2011-12-06,12,12,1,1.69,Europe,2
566018,23323,WHITE WICKER STAR ,3,2.1,United Kingdom,2011-09-08,12,9,3,6.300000000000001,Europe,0
536592,22915,ASSORTED BOTTLE TOP  MAGNETS ,1,5.06,United Kingdom,2010-12-01,17,12,2,5.06,Europe,2
581193,22662,LUNCH BAG DOLLY GIRL DESIGN,1,1.65,Spain,2011-12-07,17,12,2,1.65,Europe,2
555326,22219,LOVEBIRD HANGING DECORATION WHITE ,3,1.63,United Kingdom,2011-06-02,11,6,3,4.89,Europe,3
571214,84997D,CHILDRENS CUTLERY POLKADOT PINK,2,4.15,United Kingdom,2011-10-14,12,10,4,8.3,Europe,0
546755,22968,ROSE COTTAGE KEEPSAKE BOX ,2,9.95,Spain,2011-03-16,13,3,2,19.9,Europe,1
566625,22806,SET OF 6 T-LIGHTS WEDDING CAKE ,6,2.95,EIRE,2011-09-14,9,9,2,17.700000000000003,Europe,2
548718,21790,VINTAGE SNAP CARDS,72,0.72,EIRE,2011-04-04,8,4,0,51.839999999999996,Europe,1
538349,22190,LOCAL CAFE MUG,7,2.51,United Kingdom,2010-12-10,14,12,4,17.57,Europe,0
565748,22847,BREAD BIN DINER STYLE IVORY,16,14.95,EIRE,2011-09-06,12,9,1,239.2,Europe,3
560937,22538,MINI JIGSAW GO TO THE FAIR,1,0.42,United Kingdom,2011-07-22,10,7,4,0.42,Europe,3
580983,23562,SET OF 6 RIBBONS PERFECTLY PRETTY  ,1,5.79,United Kingdom,2011-12-06,16,12,1,5.79,Europe,2
540260,85014A,BLACK/BLUE POLKADOT UMBRELLA,6,5.95,United Kingdom,2011-01-06,9,1,3,35.7,Europe,1
538844,22112,CHOCOLATE HOT WATER BOTTLE,24,4.25,United Kingdom,2010-12-14,13,12,1,102.0,Europe,2
569690,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,4.15,United Kingdom,2011-10-05,15,10,2,24.900000000000002,Europe,2
575176,22156,HEART DECORATION WITH PEARLS ,1,1.63,United Kingdom,2011-11-08,18,11,1,1.63,Europe,2
559506,72802C,VANILLA SCENT CANDLE JEWELLED BOX,1,8.29,United Kingdom,2011-07-08,15,7,4,8.29,Europe,3
547689,21212,PACK OF 72 RETROSPOT CAKE CASES,4,0.55,United Kingdom,2011-03-24,14,3,3,2.2,Europe,1
536401,22467,GUMBALL COAT RACK,5,2.55,United Kingdom,2010-12-01,11,12,2,12.75,Europe,2
540977,21930,JUMBO STORAGE BAG SKULLS,1,4.21,United Kingdom,2011-01-12,15,1,2,4.21,Europe,1
574959,22563,HAPPY STENCIL CRAFT,1,1.25,United Kingdom,2011-11-08,10,11,1,1.25,Europe,2
574720,23319,BOX OF 6 MINI 50'S CRACKERS,2,2.49,United Kingdom,2011-11-06,14,11,6,4.98,Europe,3
574481,22209,WOOD STAMP SET HAPPY BIRTHDAY,1,0.83,United Kingdom,2011-11-04,12,11,4,0.83,Europe,0
564319,22795,SWEETHEART RECIPE BOOK STAND,1,6.75,United Kingdom,2011-08-24,13,8,2,6.75,Europe,2
558835,21890,S/6 WOODEN SKITTLES IN COTTON BAG,1,5.79,United Kingdom,2011-07-04,11,7,0,5.79,Europe,2
566864,21169,YOU'RE CONFUSING ME METAL SIGN ,1,1.69,United Kingdom,2011-09-15,12,9,3,1.69,Europe,0
559878,85124B,BLUE JUICY FRUIT PHOTO FRAME,2,2.55,United Kingdom,2011-07-13,11,7,2,5.1,Europe,2
549155,22329,ROUND CONTAINER SET OF 5 RETROSPOT,1,3.29,United Kingdom,2011-04-06,17,4,2,3.29,Europe,1
548868,22509,SEWING BOX RETROSPOT DESIGN ,1,16.95,United Kingdom,2011-04-04,14,4,0,16.95,Europe,1
565231,23160,REGENCY TEA SPOON,2,2.46,United Kingdom,2011-09-02,9,9,4,4.92,Europe,0
540479,84991,60 TEATIME FAIRY CAKE CASES,24,0.55,United Kingdom,2011-01-07,15,1,4,13.200000000000001,Europe,1
569702,21169,YOU'RE CONFUSING ME METAL SIGN ,2,1.69,United Kingdom,2011-10-05,16,10,2,3.38,Europe,2
567280,84997D,CHILDRENS CUTLERY POLKADOT PINK,72,3.75,Netherlands,2011-09-19,11,9,0,270.0,Europe,3
552678,20711,JUMBO BAG TOYS ,4,4.13,United Kingdom,2011-05-10,15,5,1,16.52,Europe,1
571824,20749,ASSORTED COLOUR MINI CASES,2,7.95,Germany,2011-10-19,11,10,2,15.9,Europe,2
563638,21731,RED TOADSTOOL LED NIGHT LIGHT,4,1.65,United Kingdom,2011-08-18,10,8,3,6.6,Europe,0
540154,20652,BLUE POLKADOT LUGGAGE TAG ,4,0.85,United Kingdom,2011-01-05,11,1,2,3.4,Europe,1
575931,22840,ROUND CAKE TIN VINTAGE RED,2,7.95,United Kingdom,2011-11-13,10,11,6,15.9,Europe,3
574856,22456,NATURAL SLATE CHALKBOARD LARGE ,1,9.96,United Kingdom,2011-11-07,12,11,0,9.96,Europe,2
565234,21094,SET/6 RED SPOTTY PAPER PLATES,5,0.83,United Kingdom,2011-09-02,9,9,4,4.1499999999999995,Europe,0
539628,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,24,2.1,United Kingdom,2010-12-20,14,12,0,50.400000000000006,Europe,2
544824,22777,GLASS CLOCHE LARGE,2,8.5,United Kingdom,2011-02-24,9,2,3,17.0,Europe,1
572087,21086,SET/6 RED SPOTTY PAPER CUPS,12,0.65,France,2011-10-20,14,10,3,7.800000000000001,Europe,0
561208,21977,PACK OF 60 PINK PAISLEY CAKE CASES,120,0.42,United Kingdom,2011-07-25,16,7,0,50.4,Europe,2
570258,21931,JUMBO STORAGE BAG SUKI,20,4.13,United Kingdom,2011-10-10,9,10,0,82.6,Europe,2
544657,21175,GIN + TONIC DIET METAL SIGN,6,2.55,United Kingdom,2011-02-22,13,2,1,15.299999999999999,Europe,1
546136,84923,PINK BUTTERFLY HANDBAG W BOBBLES,2,4.13,United Kingdom,2011-03-09,16,3,2,8.26,Europe,1
561648,84859C,PINK DISCO HANDBAG,5,1.95,United Kingdom,2011-07-28,15,7,3,9.75,Europe,3
565776,20712,JUMBO BAG WOODLAND ANIMALS,1,2.08,United Kingdom,2011-09-06,14,9,1,2.08,Europe,2
566730,22996,TRAVEL CARD WALLET VINTAGE TICKET,7,0.42,United Kingdom,2011-09-14,13,9,2,2.94,Europe,2
539453,22115,METAL SIGN EMPIRE TEA,1,5.91,United Kingdom,2010-12-17,17,12,4,5.91,Europe,0
556433,22835,HOT WATER BOTTLE I AM SO POORLY,1,7.46,United Kingdom,2011-06-10,14,6,4,7.46,Europe,3
538351,20718,RED RETROSPOT SHOPPER BAG,19,3.36,United Kingdom,2010-12-10,15,12,4,63.839999999999996,Europe,0
549316,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12,2.95,Germany,2011-04-08,9,4,4,35.400000000000006,Europe,3
545048,22804,CANDLEHOLDER PINK HANGING HEART,2,2.95,United Kingdom,2011-02-27,11,2,6,5.9,Europe,3
553384,22384,LUNCH BAG PINK POLKADOT,4,1.65,United Kingdom,2011-05-16,15,5,0,6.6,Europe,1
540538,22726,ALARM CLOCK BAKELIKE GREEN,1,3.75,United Kingdom,2011-01-09,14,1,6,3.75,Europe,3
538839,22483,RED GINGHAM TEDDY BEAR ,1,2.95,United Kingdom,2010-12-14,13,12,1,2.95,Europe,2
542713,20963,APPLE BATH SPONGE,10,1.25,Germany,2011-01-31,13,1,0,12.5,Europe,1
550207,21930,JUMBO STORAGE BAG SKULLS,2,4.96,United Kingdom,2011-04-15,10,4,4,9.92,Europe,3
580513,23321,SMALL WHITE HEART OF WICKER,2,1.65,United Kingdom,2011-12-04,13,12,6,3.3,Europe,3
536865,22196,SMALL HEART MEASURING SPOONS,2,1.66,United Kingdom,2010-12-03,11,12,4,3.32,Europe,0
566787,21156,RETROSPOT CHILDRENS APRON,1,4.13,United Kingdom,2011-09-15,10,9,3,4.13,Europe,0
580115,20982,12 PENCILS TALL TUBE SKULLS,1,1.63,United Kingdom,2011-12-01,16,12,3,1.63,Europe,0
559506,22211,WOOD STAMP SET FLOWERS,2,0.83,United Kingdom,2011-07-08,15,7,4,1.66,Europe,3
562213,22725,ALARM CLOCK BAKELIKE CHOCOLATE,1,3.75,United Kingdom,2011-08-03,13,8,2,3.75,Europe,2
537847,22969,HOMEMADE JAM SCENTED CANDLES,24,1.45,United Kingdom,2010-12-08,15,12,2,34.8,Europe,2
554160,22595,GINGHAM HEART DECORATION,3,0.85,United Kingdom,2011-05-23,11,5,0,2.55,Europe,1
548666,22400,MAGNETS PACK OF 4 HOME SWEET HOME,2,1.25,United Kingdom,2011-04-01,14,4,4,2.5,Europe,3
572280,23204,CHARLOTTE BAG APPLES DESIGN,2,0.85,United Kingdom,2011-10-23,11,10,6,1.7,Europe,3
571277,22470,HEART OF WICKER LARGE,3,2.95,United Kingdom,2011-10-16,12,10,6,8.850000000000001,Europe,3
556728,21936,RED RETROSPOT PICNIC BAG,2,2.95,United Kingdom,2011-06-14,11,6,1,5.9,Europe,1
559866,22708,WRAP DOLLY GIRL,25,0.42,United Kingdom,2011-07-13,10,7,2,10.5,Europe,2
564168,21179,NO JUNK MAIL METAL SIGN,2,0.39,United Kingdom,2011-08-23,13,8,1,0.78,Europe,2
574944,21716,BOYS VINTAGE TIN SEASIDE BUCKET,32,2.1,United Kingdom,2011-11-08,8,11,1,67.2,Europe,2
571062,85036C,ROSE 1 WICK MORRIS BOXED CANDLE,3,1.25,United Kingdom,2011-10-13,14,10,3,3.75,Europe,0
571119,22733,3D TRADITIONAL CHRISTMAS STICKERS,4,1.63,United Kingdom,2011-10-14,9,10,4,6.52,Europe,0
573381,22374,AIRLINE BAG VINTAGE JET SET RED,1,4.25,United Kingdom,2011-10-30,14,10,6,4.25,Europe,3
541969,20979,36 PENCILS TUBE RED RETROSPOT,1,2.46,United Kingdom,2011-01-24,13,1,0,2.46,Europe,1
580937,47566,PARTY BUNTING,4,4.95,United Kingdom,2011-12-06,14,12,1,19.8,Europe,2
576864,22082,RIBBON REEL STRIPES DESIGN ,2,1.65,United Kingdom,2011-11-16,16,11,2,3.3,Europe,2
576617,22608,PENS ASSORTED FUNKY JEWELED ,7,0.42,United Kingdom,2011-11-15,16,11,1,2.94,Europe,2
548486,22978,PANTRY ROLLING PIN,6,3.75,United Kingdom,2011-03-31,12,3,3,22.5,Europe,1
569467,23346,SPACEBOY BEAKER,12,1.25,United Kingdom,2011-10-04,11,10,1,15.0,Europe,2
572057,51014A,"FEATHER PEN,HOT PINK",12,0.39,United Kingdom,2011-10-20,12,10,3,4.68,Europe,0
548194,21524,DOORMAT SPOTTY HOME SWEET HOME,1,15.79,United Kingdom,2011-03-29,15,3,1,15.79,Europe,1
570240,22763,KEY CABINET MA CAMPAGNE,2,9.95,United Kingdom,2011-10-09,15,10,6,19.9,Europe,3
536587,21232,STRAWBERRY CERAMIC TRINKET BOX,12,1.25,United Kingdom,2010-12-01,16,12,2,15.0,Europe,2
562031,21872,GLAMOROUS  MUG,6,1.25,United Kingdom,2011-08-01,17,8,0,7.5,Europe,2
571317,21212,PACK OF 72 RETROSPOT CAKE CASES,3,0.55,United Kingdom,2011-10-17,10,10,0,1.6500000000000001,Europe,2
541593,84792,ENCHANTED BIRD COATHANGER 5 HOOK,1,4.65,United Kingdom,2011-01-19,15,1,2,4.65,Europe,1
579551,22624,IVORY KITCHEN SCALES,4,8.5,United Kingdom,2011-11-30,10,11,2,34.0,Europe,2
565303,22540,MINI JIGSAW CIRCUS PARADE ,1,0.42,Unspecified,2011-09-02,12,9,4,0.42,Unknown,0
556910,23200,JUMBO BAG PEARS,2,2.08,United Kingdom,2011-06-15,13,6,2,4.16,Europe,1
547106,22216,T-LIGHT HOLDER WHITE LACE,2,0.85,United Kingdom,2011-03-21,11,3,0,1.7,Europe,1
562140,21716,BOYS VINTAGE TIN SEASIDE BUCKET,8,2.55,United Kingdom,2011-08-03,10,8,2,20.4,Europe,2
549687,22691,DOORMAT WELCOME SUNRISE,2,7.95,Unspecified,2011-04-11,13,4,0,15.9,Unknown,1
